ABDALA de MATARAZZO, Norma Amanda,Frente Cívico por Santiago,Santiago del Estero,AFIRMATIVO
AGUAD, Oscar Raúl,Union Cívica Radical,Córdoba,AFIRMATIVO
AGUILAR, Lino Walter,Frente Peronista,San Luis,AFIRMATIVO
ALBARRACIN, Jorge Luis,Union Cívica Radical,Mendoza,AFIRMATIVO
ALBRIEU, Oscar,Frente para la Victoria - PJ,Rio Negro,AFIRMATIVO
ALFONSIN, Ricardo Luis,Union Cívica Radical,Buenos Aires,AFIRMATIVO
ALONSO, Gumersindo Federico,Frente Cívico - Córdoba,Córdoba,AFIRMATIVO
ALONSO, Maria Luz,Frente para la Victoria - PJ,La Pampa,AFIRMATIVO
ALVAREZ, Elsa María,Union Cívica Radical,Santa Cruz,AFIRMATIVO
ALVAREZ, Jorge Mario,Union Cívica Radical,Santa Fe,AFIRMATIVO
AMADEO, Eduardo Pablo,Frente Peronista,Buenos Aires,AFIRMATIVO
ARAGON, Santiago,Frente para la Victoria - PJ,Buenos Aires,AFIRMATIVO
ARENA, Celia Isabel,No Integra Bloque,Santa Fe,AFIRMATIVO
ARGUMEDO, Alcira Susana,Proyecto Sur,Cdad. Aut. Bs. As.,AFIRMATIVO
ARREGUI, Andres,Frente para la Victoria - PJ,Buenos Aires,AFIRMATIVO
ASPIAZU, Lucio Bernardo,Union Cívica Radical,Corrientes,AFIRMATIVO
ATANASOF, Alfredo Néstor,Frente Peronista,Buenos Aires,AFIRMATIVO
AVOSCAN, Herman,Frente para la Victoria - PJ,Rio Negro,AFIRMATIVO
BALCEDO, Maria Ester,Frente para la Victoria - PJ,Buenos Aires,AFIRMATIVO
BARBIERI, Mario Leandro,Union Cívica Radical,Buenos Aires,AFIRMATIVO
BARCHETTA, Omar,Partido Socialista,Santa Fe,AFIRMATIVO
BARRANDEGUY, Raúl Enrique,Frente para la Victoria - PJ,Entre Ríos,AFIRMATIVO
BASTERRA, Luis Eugenio,Frente para la Victoria - PJ,Formosa,AFIRMATIVO
BAZZE, Miguel,Union Cívica Radical,Buenos Aires,AFIRMATIVO
BEDANO, Nora Esther,Frente para la Victoria - PJ,Córdoba,AFIRMATIVO
BENEDETTI, Atilio,Union Cívica Radical,Entre Ríos,AFIRMATIVO
BERNAL, María Eugenia,Frente para la Victoria - PJ,Jujuy,AFIRMATIVO
BERTOL, Paula María,PRO,Cdad. Aut. Bs. As.,AFIRMATIVO
BERTONE, Rosana Andrea,Frente para la Victoria - PJ,Tierra del Fuego,AFIRMATIVO
BIANCHI, Ivana María,Frente Peronista,San Luis,AFIRMATIVO
BIANCHI, María del Carmen,Frente para la Victoria - PJ,Cdad. Aut. Bs. As.,AFIRMATIVO
BIDEGAIN, Gloria,Frente para la Victoria - PJ,Buenos Aires,AFIRMATIVO
BLANCO de PERALTA, Blanca,Frente para la Victoria - PJ,Santa Cruz,AFIRMATIVO
BRAWER, Mara,Frente para la Victoria - PJ,Cdad. Aut. Bs. As.,AFIRMATIVO
BRILLO, José Ricardo,Movimiento Popular Neuquino,Neuquén,AFIRMATIVO
BRIZUELA Y DORIA, Inés,Union Cívica Radical,La Rioja,AFIRMATIVO
BROMBERG, Benjamín,Frente para la Victoria - PJ,Tucumán,AFIRMATIVO
BROWN, Carlos,Frente Peronista,Buenos Aires,AFIRMATIVO
BULLRICH, Patricia,Unión por Todos,Cdad. Aut. Bs. As.,AFIRMATIVO
BURYAILE, Ricardo,Union Cívica Radical,Formosa,AFIRMATIVO
CALCAGNO, Eric,Frente para la Victoria - PJ,Buenos Aires,AFIRMATIVO
