ABDALA de MATARAZZO, Norma Amanda,Frente Cívico por Santiago,Santiago del Estero,AFIRMATIVO
ACOSTA, María Julia,Frente para la Victoria - PJ,Catamarca,AFIRMATIVO
AGUIRRE de SORIA, Hilda Clelia,Frente para la Victoria - PJ,La Rioja,AFIRMATIVO
ALBRIEU, Oscar,Frente para la Victoria - PJ,Rio Negro,AFIRMATIVO
ALCUAZ, Horacio Alberto,GEN,Buenos Aires,AFIRMATIVO
ALFARO, German Enrique,Frente para la Victoria - PJ,Tucumán,AFIRMATIVO
ALIZEGUI, Antonio Anibal,Frente para la Victoria - PJ,Entre Ríos,AFIRMATIVO
ALONSO, Gumersindo Federico,Frente Cívico - Córdoba,Córdoba,AFIRMATIVO
ALVAREZ, Elsa María,Union Cívica Radical,Santa Cruz,AFIRMATIVO
AMADEO, Eduardo Pablo,Peronismo Federal,Buenos Aires,AFIRMATIVO
ARENA, Celia Isabel,Peronismo Federal,Santa Fe,AFIRMATIVO
ARETA, María Josefa,Frente de Todos,Corrientes,AFIRMATIVO
ARGÜELLO, Octavio,Frente para la Victoria - PJ,Buenos Aires,AFIRMATIVO
ASEF, Daniel Edgardo,Nucleo Unidad Peronista,Córdoba,AFIRMATIVO
ASPIAZU, Lucio Bernardo,Union Cívica Radical,Corrientes,AFIRMATIVO
BARBIERI, Mario Leandro,Union Cívica Radical,Buenos Aires,AFIRMATIVO
BARRANDEGUY, Raúl Enrique,Frente para la Victoria - PJ,Entre Ríos,AFIRMATIVO
BARRIOS, Miguel Angel,Partido Socialista,Santa Fe,AFIRMATIVO
BASTEIRO, Sergio Ariel,Nuevo Encuentro Popular y Solidario,Buenos Aires,AFIRMATIVO
BEDANO, Nora Esther,Frente para la Victoria - PJ,Córdoba,AFIRMATIVO
BENAS, Verónica Claudia,SI por la Unidad Popular,Santa Fe,AFIRMATIVO
BENEDETTI, Atilio,Union Cívica Radical,Entre Ríos,AFIRMATIVO
BERNAL, María Eugenia,Frente para la Victoria - PJ,Jujuy,AFIRMATIVO
BERTOL, Paula María,Propuesta Republicana,Cdad. Aut. Bs. As.,AFIRMATIVO
BERTONE, Rosana Andrea,Frente para la Victoria - PJ,Tierra del Fuego,AFIRMATIVO
BIDEGAIN, Gloria,Frente para la Victoria - PJ,Buenos Aires,AFIRMATIVO
BLANCO de PERALTA, Blanca,Frente para la Victoria - PJ,Santa Cruz,AFIRMATIVO
BULLRICH, Patricia,Coalición Cívica,Cdad. Aut. Bs. As.,AFIRMATIVO
CALCHAQUI, Mariel,Frente para la Victoria - PJ,Tierra del Fuego,AFIRMATIVO
CARCA, Elisa Beatriz,Coalición Cívica,Buenos Aires,AFIRMATIVO
CARLOTTO, Remo Gerardo,Frente para la Victoria - PJ,Buenos Aires,AFIRMATIVO
CASAÑAS, Juan Francisco,Union Cívica Radical,Tucumán,AFIRMATIVO
CASELLES, Graciela María,Frente para la Victoria - Partido Bloqui,San Juan,AFIRMATIVO
CASTALDO, Norah Susana,Union Cívica Radical,Tucumán,AFIRMATIVO
CEJAS, Jorge Alberto,Frente para la Victoria - PJ,Rio Negro,AFIRMATIVO
CHEMES, Jorge Omar,Union Cívica Radical,Entre Ríos,AFIRMATIVO
CHIQUICHANO, Rosa Laudelina,Frente para la Victoria - PJ,Chubut,AFIRMATIVO
CICILIANI, Alicia,Partido Socialista,Santa Fe,AFIRMATIVO
CIGOGNA, Luis Francisco Jorge,Frente para la Victoria - PJ,Buenos Aires,AFIRMATIVO
COMELLI, Alicia Marcela,Movimiento Popular Neuquino,Neuquén,AFIRMATIVO
COMI, Carlos Marcelo,Coalición Cívica,Santa Fe,AFIRMATIVO
CONTI, Diana Beatriz,Frente para la Victoria - PJ,Buenos Aires,AFIRMATIVO
